INICIO EJECUCION: Algoritmo AGEcruceOX
 - AGEcruceOX[56] = 85
 - AGEcruceOX[57] = 248
 - AGEcruceOX[58] = 1
 - AGEcruceOX[59] = 251
 - AGEcruceOX[60] = 86
 - AGEcruceOX[61] = 206
 - AGEcruceOX[62] = 239
 - AGEcruceOX[63] = 19
 - AGEcruceOX[64] = 75
 - AGEcruceOX[65] = 232
 - AGEcruceOX[66] = 185
 - AGEcruceOX[67] = 193
 - AGEcruceOX[68] = 45
 - AGEcruceOX[69] = 108
 - AGEcruceOX[70] = 181
 - AGEcruceOX[71] = 58
 - AGEcruceOX[72] = 42
 - AGEcruceOX[73] = 247
 - AGEcruceOX[74] = 254
 - AGEcruceOX[75] = 64
 - AGEcruceOX[76] = 73
 - AGEcruceOX[77] = 235
 - AGEcruceOX[78] = 205
 - AGEcruceOX[79] = 27
 - AGEcruceOX[80] = 8
 - AGEcruceOX[81] = 227
 - AGEcruceOX[82] = 50
 - AGEcruceOX[83] = 5
 - AGEcruceOX[84] = 209
 - AGEcruceOX[85] = 240
 - AGEcruceOX[86] = 215
 - AGEcruceOX[87] = 110
 - AGEcruceOX[88] = 16
 - AGEcruceOX[89] = 20
 - AGEcruceOX[90] = 51
 - AGEcruceOX[91] = 100
 - AGEcruceOX[92] = 140
 - AGEcruceOX[93] = 81
 - AGEcruceOX[94] = 68
 - AGEcruceOX[95] = 80
 - AGEcruceOX[96] = 102
 - AGEcruceOX[97] = 104
 - AGEcruceOX[98] = 125
 - AGEcruceOX[99] = 194
 - AGEcruceOX[100] = 66
 - AGEcruceOX[101] = 165
 - AGEcruceOX[102] = 250
 - AGEcruceOX[103] = 120
 - AGEcruceOX[104] = 216
 - AGEcruceOX[105] = 13
 - AGEcruceOX[106] = 113
 - AGEcruceOX[107] = 47
 - AGEcruceOX[108] = 55
 - AGEcruceOX[109] = 207
 - AGEcruceOX[110] = 121
 - AGEcruceOX[111] = 10
 - AGEcruceOX[112] = 40
 - AGEcruceOX[113] = 246
 - AGEcruceOX[114] = 28
 - AGEcruceOX[115] = 32
 - AGEcruceOX[116] = 31
 - AGEcruceOX[117] = 166
 - AGEcruceOX[118] = 57
 - AGEcruceOX[119] = 222
 - AGEcruceOX[120] = 77
 - AGEcruceOX[121] = 24
 - AGEcruceOX[122] = 74
 - AGEcruceOX[123] = 69
 - AGEcruceOX[124] = 172
 - AGEcruceOX[125] = 114
 - AGEcruceOX[126] = 127
 - AGEcruceOX[127] = 89
 - AGEcruceOX[128] = 168
 - AGEcruceOX[129] = 124
 - AGEcruceOX[130] = 147
 - AGEcruceOX[131] = 164
 - AGEcruceOX[132] = 202
 - AGEcruceOX[133] = 151
 - AGEcruceOX[134] = 93
 - AGEcruceOX[135] = 156
 - AGEcruceOX[136] = 150
 - AGEcruceOX[137] = 76
 - AGEcruceOX[138] = 118
 - AGEcruceOX[139] = 130
 - AGEcruceOX[140] = 111
 - AGEcruceOX[141] = 229
 - AGEcruceOX[142] = 54
 - AGEcruceOX[143] = 133
 - AGEcruceOX[144] = 99
 - AGEcruceOX[145] = 87
 - AGEcruceOX[146] = 228
 - AGEcruceOX[147] = 4
 - AGEcruceOX[148] = 44
 - AGEcruceOX[149] = 6
 - AGEcruceOX[150] = 38
 - AGEcruceOX[151] = 33
 - AGEcruceOX[152] = 178
 - AGEcruceOX[153] = 36
 - AGEcruceOX[154] = 176
 - AGEcruceOX[155] = 162
 - AGEcruceOX[156] = 186
 - AGEcruceOX[157] = 182
 - AGEcruceOX[158] = 117
 - AGEcruceOX[159] = 30
 - AGEcruceOX[160] = 131
 - AGEcruceOX[161] = 192
 - AGEcruceOX[162] = 65
 - AGEcruceOX[163] = 196
 - AGEcruceOX[164] = 11
 - AGEcruceOX[165] = 56
 - AGEcruceOX[166] = 82
 - AGEcruceOX[167] = 29
 - AGEcruceOX[168] = 101
 - AGEcruceOX[169] = 174
 - AGEcruceOX[170] = 67
 - AGEcruceOX[171] = 204
 - AGEcruceOX[172] = 7
 - AGEcruceOX[173] = 70
 - AGEcruceOX[174] = 244
 - AGEcruceOX[175] = 112
 - AGEcruceOX[176] = 188
 - AGEcruceOX[177] = 157
 - AGEcruceOX[178] = 213
 - AGEcruceOX[179] = 221
 - AGEcruceOX[180] = 211
 - AGEcruceOX[181] = 122
 - AGEcruceOX[182] = 170
 - AGEcruceOX[183] = 158
 - AGEcruceOX[184] = 22
 - AGEcruceOX[185] = 91
 - AGEcruceOX[186] = 171
 - AGEcruceOX[187] = 60
 - AGEcruceOX[188] = 184
 - AGEcruceOX[189] = 223
 - AGEcruceOX[190] = 161
 - AGEcruceOX[191] = 95
 - AGEcruceOX[192] = 139
 - AGEcruceOX[193] = 35
 - AGEcruceOX[194] = 62
 - AGEcruceOX[195] = 72
 - AGEcruceOX[196] = 245
 - AGEcruceOX[197] = 9
 - AGEcruceOX[198] = 217
 - AGEcruceOX[199] = 71
 - AGEcruceOX[200] = 242
 - AGEcruceOX[201] = 173
 - AGEcruceOX[202] = 136
 - AGEcruceOX[203] = 90
 - AGEcruceOX[204] = 163
 - AGEcruceOX[205] = 153
 - AGEcruceOX[206] = 249
 - AGEcruceOX[207] = 219
 - AGEcruceOX[208] = 39
 - AGEcruceOX[209] = 208
 - AGEcruceOX[210] = 2
 - AGEcruceOX[211] = 128
 - AGEcruceOX[212] = 203
 - AGEcruceOX[213] = 159
 - AGEcruceOX[214] = 12
 - AGEcruceOX[215] = 195
 - AGEcruceOX[216] = 160
 - AGEcruceOX[217] = 148
 - AGEcruceOX[218] = 98
 - AGEcruceOX[219] = 187
 - AGEcruceOX[220] = 218
 - AGEcruceOX[221] = 210
 - AGEcruceOX[222] = 126
 - AGEcruceOX[223] = 180
 - AGEcruceOX[224] = 197
 - AGEcruceOX[225] = 119
 - AGEcruceOX[226] = 116
 - AGEcruceOX[227] = 78
 - AGEcruceOX[228] = 233
 - AGEcruceOX[229] = 52
 - AGEcruceOX[230] = 212
 - AGEcruceOX[231] = 230
 - AGEcruceOX[232] = 49
 - AGEcruceOX[233] = 141
 - AGEcruceOX[234] = 154
 - AGEcruceOX[235] = 143
 - AGEcruceOX[236] = 169
 - AGEcruceOX[237] = 167
 - AGEcruceOX[238] = 88
 - AGEcruceOX[239] = 97
 - AGEcruceOX[240] = 135
 - AGEcruceOX[241] = 252
 - AGEcruceOX[242] = 191
 - AGEcruceOX[243] = 220
 - AGEcruceOX[244] = 123
 - AGEcruceOX[245] = 199
 - AGEcruceOX[246] = 138
 - AGEcruceOX[247] = 241
 - AGEcruceOX[248] = 96
 - AGEcruceOX[249] = 132
 - AGEcruceOX[250] = 53
 - AGEcruceOX[251] = 59
 - AGEcruceOX[252] = 225
 - AGEcruceOX[253] = 145
 - AGEcruceOX[254] = 149
 - AGEcruceOX[255] = 92
Tiempo de Ejecucion: 30111 ms

