INICIO EJECUCION: Algoritmo AGEcrucePMX
 - solucionPMX[144] = 47
 - solucionPMX[145] = 251
 - solucionPMX[146] = 1
 - solucionPMX[147] = 107
 - solucionPMX[148] = 210
 - solucionPMX[149] = 213
 - solucionPMX[150] = 125
 - solucionPMX[151] = 45
 - solucionPMX[152] = 209
 - solucionPMX[153] = 31
 - solucionPMX[154] = 5
 - solucionPMX[155] = 18
 - solucionPMX[156] = 106
 - solucionPMX[157] = 229
 - solucionPMX[158] = 28
 - solucionPMX[159] = 12
 - solucionPMX[160] = 202
 - solucionPMX[161] = 238
 - solucionPMX[162] = 76
 - solucionPMX[163] = 231
 - solucionPMX[164] = 157
 - solucionPMX[165] = 212
 - solucionPMX[166] = 124
 - solucionPMX[167] = 140
 - solucionPMX[168] = 190
 - solucionPMX[169] = 57
 - solucionPMX[170] = 174
 - solucionPMX[171] = 61
 - solucionPMX[172] = 114
 - solucionPMX[173] = 80
 - solucionPMX[174] = 232
 - solucionPMX[175] = 198
 - solucionPMX[176] = 82
 - solucionPMX[177] = 48
 - solucionPMX[178] = 217
 - solucionPMX[179] = 166
 - solucionPMX[180] = 223
 - solucionPMX[181] = 136
 - solucionPMX[182] = 132
 - solucionPMX[183] = 103
 - solucionPMX[184] = 204
 - solucionPMX[185] = 58
 - solucionPMX[186] = 41
 - solucionPMX[187] = 89
 - solucionPMX[188] = 129
 - solucionPMX[189] = 40
 - solucionPMX[190] = 109
 - solucionPMX[191] = 11
 - solucionPMX[192] = 224
 - solucionPMX[193] = 27
 - solucionPMX[194] = 113
 - solucionPMX[195] = 171
 - solucionPMX[196] = 111
 - solucionPMX[197] = 236
 - solucionPMX[198] = 230
 - solucionPMX[199] = 219
 - solucionPMX[200] = 187
 - solucionPMX[201] = 173
 - solucionPMX[202] = 118
 - solucionPMX[203] = 10
 - solucionPMX[204] = 249
 - solucionPMX[205] = 19
 - solucionPMX[206] = 176
 - solucionPMX[207] = 253
 - solucionPMX[208] = 54
 - solucionPMX[209] = 53
 - solucionPMX[210] = 115
 - solucionPMX[211] = 144
 - solucionPMX[212] = 24
 - solucionPMX[213] = 158
 - solucionPMX[214] = 34
 - solucionPMX[215] = 32
 - solucionPMX[216] = 237
 - solucionPMX[217] = 116
 - solucionPMX[218] = 152
 - solucionPMX[219] = 59
 - solucionPMX[220] = 84
 - solucionPMX[221] = 159
 - solucionPMX[222] = 65
 - solucionPMX[223] = 81
 - solucionPMX[224] = 85
 - solucionPMX[225] = 112
 - solucionPMX[226] = 15
 - solucionPMX[227] = 245
 - solucionPMX[228] = 7
 - solucionPMX[229] = 240
 - solucionPMX[230] = 184
 - solucionPMX[231] = 72
 - solucionPMX[232] = 95
 - solucionPMX[233] = 163
 - solucionPMX[234] = 66
 - solucionPMX[235] = 128
 - solucionPMX[236] = 120
 - solucionPMX[237] = 36
 - solucionPMX[238] = 42
 - solucionPMX[239] = 104
 - solucionPMX[240] = 216
 - solucionPMX[241] = 137
 - solucionPMX[242] = 17
 - solucionPMX[243] = 164
 - solucionPMX[244] = 35
 - solucionPMX[245] = 16
 - solucionPMX[246] = 108
 - solucionPMX[247] = 30
 - solucionPMX[248] = 161
 - solucionPMX[249] = 52
 - solucionPMX[250] = 98
 - solucionPMX[251] = 221
 - solucionPMX[252] = 21
 - solucionPMX[253] = 100
 - solucionPMX[254] = 207
 - solucionPMX[255] = 87
Tiempo de Ejecucion: 28031 ms

